,CommentsStars,CommentsContent
145,5.0,                       i like     
146,5.0,                       well priced and seem to do the job well  we have some  sonic mole chasers  buried in the yard  they need replacement batteries every   months  instead of having the critters remind me of when to replace the batteries   i get a pack of these d cells sent automatically via subscribe and save    not only do i appreciate the discount  but it s a built in reminder to change the batteries on time      
147,5.0,                       these work well and last about a week and a half in my led candles  i leave them on round the clock  would purchase these batteries again      
148,5.0,                       batteries work great  i keep a supply on hand so when i need batteries i have them      
149,4.0,                       thank you     
150,5.0,                       great product     
151,2.0,                       some of the batteries arrived with partial charge straight out of the package      
152,1.0,                       they gave up on me in an hour using on a toy for my son do not buy      
153,5.0,                       did the job     
154,5.0,                       great product at a great price       
155,2.0,                       didn t last very long in my nerf blaster  disappointed and won t buy again      
156,5.0,                       back up     
157,5.0,                       good     
158,5.0,                       no different than a duracell     
159,3.0,                       i got them cheaper than i could find in stores  but it still doesn t justify having a few of them dying waaaaay early   use a battery tester on them all before you start using them  in case you have to send them back      
160,5.0,                       i have bought several battery sizes in amazon basics  i am very happy with how long they last      
161,5.0,                       works well      
162,5.0,                       these batteries are as good as some  more expensive brands  i use them a lot in two flashlights  and the batteries have lasted very well  in short  they compare favorably with other brands      
163,5.0,                       been buying amazon batteries for years now  best price for the quality and with   kids  we use a lot of batteries      
164,5.0,                       i was leery even after reading all the reviews on the amazon basics batteries  so far so good  time will tell if these last as long as top name brand batteries  i ll write an update given time for a full review      
165,5.0,                       came quickly     
166,5.0,                       reliable and inexpensive batteries so i have no problem w  them what so ever   i m not sure they last any longer or less than the name brand batteries so i have no problem paying less for something that lasts just as long      
167,4.0,                       batteries         
168,4.0,                       great batteries for price  love you get more for your money on amazon  will order batteries off amazon from now on      
169,2.0,                       they work  for a very short period of time  even when not being used the batteries lost their energy      
170,2.0,                       i bought these to use with a minnow aerator  all other inexpensive batteries last     hours  these less than     will not buy again      
171,5.0,                       great value and works well     
172,5.0,                       based on the prices for the other batteries on amazon  these are a good deal  the packaging is really nice and so far they are doing a great job without any problems      
173,5.0,                       like     
174,1.0,                       unfortunately  i ordered two boxes of these worthless batteries  they do not last more than     weeks  bad investment  tossing them out  very disappointed      
175,5.0,                       these batteries work great  no issues in terms of performance compared to other so called name brand  e g  duracell  batteries  amazon brand products that i have bought have held their own compared to name brand products  so while you can go for duracell i think you will be just find trying amazonbasics and be surprised at what you find      
176,5.0,                       good     
177,1.0,                       thought i would try the amazon brand because they offered more value  instead i got a pack of size d batteries that were all dead on arrival  unfortunately it took me two months to realize the issue was not in my watch winder but in the batteries  finally purchased some energizers and the device works fine   will think twice before buying the amazon batteries again      
178,5.0,                       excellent      
179,1.0,                       i purchased amazon basic batteries in every size i use     and all of them have had a very short battery life and several have corroded which  imo  shouldn t happen at all in fresh batteries  just about ruined my new optical mouse      
180,5.0,                       these alkaline and do last better than others  price is right and i like the packaging      
181,5.0,                       great buy i need it for my baby fisher price bouncer     
182,4.0,                       great price  installed in led lanterns used for power outages  seems to have a good lifespan   still working after    hours of power out in a recent storm      
183,5.0,                       they have power     
184,4.0,                       liked the fast delivery and used for toys     
185,5.0,                       great value     
186,5.0,                       working great for our big flashlights      
187,5.0,                       hands down  least cost battery source with equal quality  no brainier      
188,3.0,                       it s  cheaper but not as afficient as name brands  i bought it for my daughter s swing and   of it won t even last   weeks on  hours per day use unlike name brands that lasts a whole month or more  not worth it  amazon can do better     
189,5.0,                       worked as expected   they seem to last as long as the more expensive batteries     
190,5.0,                       exact     
191,5.0,                       batteries are good they powered the things i needed     
192,5.0,                       bought for my battery inventory  getting ready for the holidays     
193,5.0,                       exactly as described     
194,4.0,                       they don t last long with baby swings but are cheap compared to other brands     
195,5.0,                       happy     
196,5.0,                       good buy     
197,5.0,                       just as good as the major brands      
198,4.0,                       these batteries don t last as long as name brands      
199,5.0,                       purchased for lanterns for a camping trip  batteries have along usage and are great for the price and ease      
200,4.0,                       decent batteries at a decent price  they are cheaper than name brands without sacrificing quality     
201,5.0,                       work great and for long time     
202,5.0,                       good     
203,5.0,                       exactly as described     
204,5.0,                       so far so good     
205,5.0,                       they re batteries and they work like batteries but are just cheaper   what more can i say      
206,5.0,                       great price       
207,5.0,                       very good value for the money     
208,5.0,                       i don t have anything bad to say about these batteries  they are exactly as described      
209,4.0,                       just got them  haven t use them yet     
210,5.0,                       having kids requires always having batteries ready for all the toys   but batteries are expensive but these amazon basic brand batteries are great   the last as long as the name brand batteries   i have no issue with corrosion like some keep batteries will leak acid   i get these with my monthly subscribe and save order  as well so the extra     off makes it even a better product      
211,5.0,                       great battery for the price      
212,4.0,                       if you can wait for the day or   to ship   these ds have lasted as long if not longer than the name brands      
213,5.0,                       quality batteries  when the grandchildren need a new battery or device they come to grandpa  so far batteries work as well as the name brand at about half the price  order today and get day after tomorrow      
214,5.0,                       amazonbasics makes really good batteries  these come with a claim for   year shelf life  for the affordable price  it is worth giving these a shot we had a baby recently and a lot of these products use d batteries  i have not noticed these not lasting long at all  if anything at all  these might last longer than the name brands also  the frustration free packaging is awesome  it comes in a cardbord case that helps store these easily on my shelf      
215,5.0,                       these batteries last just as long as name brand  maybe even longer and they are a great price      
216,5.0,                       bought these to have before hurricane irma hit florida   they didn t arrive until after the hurricane   luckily they weren t needed   however  i am going to keep them on hand since we need to have emergency equipment readily available  and these batteries boast of a   year shelf life   i m hoping to never need them but i m happy to know that i have them on hand      
217,5.0,                       i bought a box of these to go with a  hands free  opening trash can and have only needed to change the batteries once in a year       
218,5.0,                       looks good  no issues     
219,5.0,                       typical batteries     
220,5.0,                       all the amazon batteries we ve purchased have worked great  and at low prices   we are still stuck with batteries for some things and while that holds true we will use amazon s      
221,5.0,                       so i purchased these batteries online and they are great  very happy with them      
222,5.0,                       last just as long as the other name brands  great price works well      
223,5.0,                       i love the price for these excellent batteries      
224,5.0,                       again  beats the box stores      
225,3.0,                       so far these batteries haven t lasted like i wanted them to  i put two into a camp light fan and is seemed like after    minutes the product was dying  i didn t have the fan on just the light  this doesn t make or break the product  i will test them on some other items and see what happens      
226,5.0,                       good battery     
227,5.0,                       works     
228,5.0,                       for the price they are great  i would compare them to alkaline  we used them for for our spotlights in the backyard  haven t had to change them in over a month     
229,5.0,                       love these batteries  great price  last as long as the usual store bought brands  it is very helpful to have a supply on hand  highly recommend      
230,5.0,                       really can t beat the price of the amazon basics batteries  i have been using their brand for a few years now  both the regular and the rechargeable  these d batteries seem to hold a charge just as long as any other major brands      
231,5.0,                       i buy these for home or work and you can t beat the price they work as well as any other brand battery i haven t noticed that a lose power or  die  faster than more expensive batteries  give them a try      
232,5.0,                       good product     
233,5.0,                       wanted     
234,5.0,                       excellent price on fresh new batteries cheaper than buying in any local store and shipped to my door love these batteries   they have lasted as long in every major device i ve tested as any duracell  energizer  etc      
235,5.0,                       perfect     
236,5.0,                       works as it should     
237,5.0,                       these worked great   great value for the money   cheaper than other brands and work just as well      
238,5.0,                       better than our energizers and much cheaper        will buy again      
239,3.0,                       dont buy in bulks for one light because by the time you use them the life span is bad     
240,5.0,                       best value for your money     
241,5.0,                       i see no quality difference in these and name brand batteries   great batteries      
242,5.0,                       i love amazon batteries  they last a long time and the price is decent      
243,5.0,                       good everyday battery     
244,3.0,                       batteries for power outages     
245,5.0,                       hurricane season is upon us  this is a great price   with climate change  it is an inexpensive way to stock up      
246,5.0,                       beat price for batteries     
247,5.0,                    me funcionaron perfecto   las volver a q comprar        
248,5.0,                       why pay more for same quality      
249,5.0,                       thankyou      
250,5.0,                       works like a battery should     
251,5.0,                       i have these for a sensor activated light   it has gotten a lot of use and i am still on the first   batteries needed for the light   no more high dollar batteries from the store as these seem to exceed those      
252,5.0,                       got    batteries  hopefully they last for such a good price      
253,4.0,                       batteries seem ok  but they are shrink wrapped in hard plastic film which is very difficult to remove  takes a knife or some other kind of blade  and then one risks cutting oneself  couldn t a different kind of plastic film could be used just as cheaply      
254,1.0,                       i got these batteries  d cell  to use in a maglite flashlight  the first pair lasted about    minutes before it was so dim it was unusual  the second pair dimmed from really bright to that of a battery nearing the end of its life after about    seconds  but has stayed at that brightness for    minutes now  this is not the experience i have had with other name brand batteries  or even something like radio shack badged ones      
255,4.0,                       reasonable quality batteries  shelf life is really good  some of the batteries have not been used for years and perform well once used  the life of the battery is maybe     of some other high performing ones when brand new  good overall value  had some issues with them stopping working when we dropped flashlights  where replacing batteries made flashlights work      
256,5.0,                       excellent battery life   we ve been enjoying amazon basics batteries of all sizes for many years and i love being able to buy them in quantities like this      
257,5.0,                       great price      
258,4.0,                       good value     
259,1.0,                       purchased these the middle of july for wife to use in battery operated name brand candles which have a timer and these burned out in a very short time compared to other brand batteries we have used  expiration date on box is         and with a manufacture date was          very disappointing and can not recommend      
260,3.0,                       these worked fine on arrival  but use them soon because they have only a three year shelf life  which i learned from the website and not from the packaging because i couldn t find an expiration date on the package or the battery itself  so who knows how long these will last   p s  to all potential hurricane sufferers   you probably know this but don t store your hurricane lanterns  portable fans  radios  seasonal big flashlights et cetera with the batteries in them   they ll die  leak  or both      
261,5.0,                       goog value for the coast      
262,5.0,                       used in one of our automatic kitchen trash receptacle   lots of use   still working      
263,4.0,                       great value pricing wise      
264,5.0,                       i only gave   stars on longevity and motion detection because i haven t used them yet     
265,5.0,                       repetive customer  so happy i have a quick and easy way to find dependable batteries at great prices  they last in our kids toys  remotes and other gadgets around the house      
266,5.0,                       great price     nice box  i don t know what you mean by motion detection as i use them for toys and flash lights      
267,5.0,                       great batteries but package for shipping needs some work      
268,5.0,                       great deal        
269,4.0,                       sucked   only went off when they wanted at bizzaro various distances   dont do it      
270,5.0,                       great price for all the batteries  since everything in your home needs them     
271,5.0,                       nice value  work great  and i like the packaging  comes in a convenient box for storage      
272,5.0,                       works like batteries     
273,5.0,                       they are d batteries  and are lasting a good amount of time in our outdoor motion sensor lights more economical than energizer duracell  and longer lasting than the  value  d cells      
274,5.0,                       they work great and so reasonably priced      
275,5.0,                       my batteries arrived quickly   i put   in my maglite and  bright and good to go      
276,5.0,                       these batteries cost    a piece  now where do you buy batteries that price  i m a fisherman and their the only batteries i use  they run my bait buckets  flashlights  clocks  gas transfer pump and  many other things      
277,5.0,                       perfect quality and best for daily use     
278,5.0,                       you just can t go wrong with this price and quality       
279,5.0,                       this is yet another amazon basics products that i have been very happy with  without doing any sophisticated testing  i think these batteries seem to be as good as any of the well known  much more expensive brand name batteries  i will be buying more      
280,5.0,                       there is a guy on youtube that tested many batteries and for the money  amazon basics give you the best bang for the buck  duracell scored well for a longer charge but for the cost  these won  i use d  aa and aaa over duracell now  excellent battery        
281,5.0,                       i have been using them a little over a year for my touchless trash can       
282,2.0,                       i purchased these specifically for my grand daughter s baby swing  i got   refills out of the    pack    each  refill  only lasted about     hours        
283,5.0,                       we got these for our mega nurf guns and they lasted longer than duracell s batteries      
284,5.0,                       these seem to have as much life as the brand name batteries  and it was a good price  they also come in a neat box that holds them all in place and is not huge and bulky making it hard to store  will definitely keep buying amazon batteries in the future      
285,5.0,                       some of the best batteries delivered quickly to your door     
286,3.0,                       just average   wont buy again     
287,3.0,                       ordered these to replace all my  d  flash lights with new power  yet to see how long they last  for the money however a great buy if they last  will update if and when i find out      
288,5.0,                       we seem to go through batteries so fast with all the toys and electronics that my kids and husband have   i feel like i was always running out and buying more batteries and they seemed so expensive   we decided to try out the aamazonbasics batteries because they are cheaper than purchasing in the store   and because they are delivered to my front door and i don t have to remember to grab them at the grocery store or make a special trip out to get batteries   so far we ve been really impressed with these batteries   i was afraid that they would be like the super cheap ones you can get at the dollar store and not really have much life to them and have to replace them even more frequently   we ve been using them in several well loved  read used all the dang time   toys as well as some electronic devices and we haven t had any issues with them not having a good life span to them   we will definitely purchase these again when our supply gets low   thanks for an affordable  easy option to the seemingly never ending need for batteries      
289,1.0,                        i used all    for my product and one of the motors quit after two hours  it appears that i am unable to replace them which is sad as they are an amazon basics product      
290,5.0,                       lasted longer than i expected   reasonable price      
291,5.0,                       amazon batteries are great   excellent price   excellent power life   all i buy now are amazon batteries      
292,5.0,                       great value     
293,5.0,                       this is a great purchase   they hold up well  not as great as a energizer but the are above average on performance      
294,5.0,                       they work as good as any name brand battery in my led motion sensing lights      
295,5.0,                       not much to say here  good value for the money  not sure how they will compare to brand name batteries longevity wise  but they are exactly what i needed      
296,1.0,                       these batteries are terrible  delivered dead  i got one package a couple of days ago and tested several of them and it didnt work so i contacted amazon to replace them and i got the new package today and still they re all defective  my guess is theyve sat too long on a shelf  do not buy these  they re a straight up disappointment      
297,5.0,                       i use these in my mole chasers and they do the job   i change them every six months as the mole chasers are on continuously      
298,5.0,                       long lasting  i think better than the name brand ones  using them mostly for lanterns during blackouts and camping      
299,5.0,                       price  product and delivery were great      
300,5.0,                       perfect     
301,5.0,                       good value  fast delivery     
302,4.0,                       good product good as most on the market      
303,1.0,                       i bought the same product before  it was good and working for almost a whole year  but this time  the power only lasts   weeks      
304,5.0,                       these batteries are a good value they last as long as any batteries on the market  i have tested them  would buy again      
305,1.0,                       i have a rowing machine that uses d batteries  when i use duracell batteries the computer for the rower is fine but each time i have used these i have trouble with bluetooth and get error messages  i won t order again      
306,5.0,                       great product great value  thanks     
307,5.0,                       these batteries work great      
308,5.0,                       i love these batteries  my daughters be niece loves the swing  so we have two of the same ones   they are battery only swings  so we go threw batteries and these are great for the price  they last a good amount of time and the box they come is makes easy storage      
309,5.0,                       batteries and they work as they should and save a substantial amount over the duracell or energizer  the batteries seem to be long lasting in various items  will purchase again      
310,5.0,                       great    they rere duracell        
