,CommentsStars,CommentsContent
103,5.0,                       bought for granddaughter s birthday  she says it s great      
104,5.0,                       good product at a good price     
105,5.0,                       looks great     
106,5.0,                       does what it is supposed to     
107,1.0,                       too big for what i ordered  said it was smaller than what it actually is     
108,5.0,                       great value      
109,5.0,                       fast service and good product     
110,5.0,                    buenas memorias para trabajo diario en video y fotografia         
111,1.0,                       arrived and the lock switch was first off broken  tried to use it but must be completely defective  tried in two separate devices and can t get it to work     
112,5.0,                       perfect for my needs  good price      
113,5.0,                       scandisk quality   can t say enough about it     
114,5.0,                       very nice to use  bought this for my handy camera      
115,5.0,                       arrived on time  easy to use     
116,5.0,                       it does what i wanted to do      
117,5.0,                       bought these for my tascam dp    digital recorder and for the value you can t go wrong      
118,5.0,                       good     
119,5.0,                       so far so good      
120,5.0,                       very good price for the size memory card  comparable or better than prices i m finding elsewhere  i love the sandisk brand and never have any issues with any of their products      
121,5.0,                       product was excellent      
122,2.0,                       doesn t work on tune security cameras i ve bought on here      ridiculous      
123,5.0,                       this is great storage for an old school sd card slot camera      
124,5.0,                       turned out i could delete my old card and reuse  so i returned product  thank you johnp     
125,5.0,                       did its job for my camera      
126,5.0,                       i got my sandisc    gigabyte ultra sd card through the mail in perfect condition  i inspected the packaging and labels to verify if i had received a  fake  memory card and everything was intact as well as the accuracy of the labels  the packaging was very tightly packed in with the cardboard and clamshell packaging melted together  the memory card is secured in a clamshell packaging with a plastic film that covers the would be exposed section of the clamshell packaging inside the cardboard packaging  the memory card labels  icons  and finished paint for memory card s sticker is exactly the same as the images online for the product  i had used an external usb memory card reader with     usb ports and used the h w test software to verify if the memory card has accurate memory information  storage capacity  as well as read   write speeds  the test had no errors that had ever occurred and i have exactly      gigabytes which is what your going to get  read   write speeds were about    megabytes on average for me but i m using an external     usb sd card reader  so it s fine overall  the memory card works as advertised i m a very happy customer      
127,5.0,                       great     
128,5.0,                       i will be buying a few more at these prices     i been using sandisk for a while now and will stand by them  im sure there are better but that usually means more         
129,5.0,                       it s a sandisk   what s not to like   reputable      
130,5.0,                       arrived in less than    hours and at a great price      
131,5.0,                       great value     
132,5.0,                       i always used an external drive to back up files  photos etc  now i use this device  its faster and all solid state  if you can find a     gig even better     
133,5.0,                       just works great     
134,5.0,                       works perfect  i use it for my camera      
135,1.0,                       ordered this product as usual from amazon and while previous orders were fine  i installed the new cartridges   days ago and with limited use  the printer is now indicating low ink levels on all cartridges   i will see what the response from amazon is  but this was very disappointing for a     purchase      
136,1.0,                    no me sirvi    no sirve la memoria        
137,5.0,                       it s fast   doesnt freeze my camera up  thumbs up      
138,5.0,                       value for       
139,5.0,                       memories     
140,5.0,                       giid price and prompt delivery      
141,5.0,                       gave as a gift that was requested  works as described      
142,5.0,                       exactly as described what was expected  quick shipping  seller is a        
143,1.0,                       it never worked i brought it for my daughter she couldn t record because it keeps saying card error     
144,5.0,                       happy reciever      
145,5.0,                       exactly what i expected it to be   works great  highly recommend      
146,1.0,                       just received card  put it in the trail cam which is also brand new and get  card error message  waste of             
147,5.0,                       i bought this card to updte the maps in a kia      soul  worked great      
148,5.0,                       plenty of storage     
149,5.0,                       works great in my trail cameras     
150,1.0,                       the product is the wrong size  i ordered   gb micro sd card to insert in my wyze outdoor camera   i open one package to see if a micro sd card inside sdhc uhs   card which is for cameras and laptop computer components required that size sdhc uhs   card  i just want to make an exchange for a   gb micro sd card for wyze outdoor security camera      
151,1.0,                       my camera can t read it     
152,5.0,                       great prices and merchandise     
153,5.0,                    gracias        
154,3.0,                       worked in my camcorder but not in my dslr camera  very frustrating     
155,5.0,                       great for my videos      
156,5.0,                       great sd card for what ever you need it to be used     
157,5.0,                       works perfectly in my camera      
158,5.0,                       value for the money     
159,5.0,                       works as it should in game camera  quick shipping  we ll packaged      
